Numero di iscrizione all'albo,Denominazione,Data iscrizione,Numero delibera,Data cessazione,Municipalità,Attività,Scopo / intenti,Indirizzo,Email,Sito web,Presidente,Data domanda,Protocollo domanda,Telefono,Fiscale codice,Iva partita
749,ASSOCIAZIONE NAZIONALE DELLA POLIZIA DI STATO SEZIONE PROVINCIALE DI VENEZIA,06-10-92,168,,VENEZIA MURANO BURANO,Solidarietà / Promozione sociale,Si propone di contribuire alla formazione dei ragazzi secondo i principi ed il metodo dello scoutismo.,San Marco 2760 30124 - Venezia,rzm@agescivenezia.it,www.agescivenezia.it,Giovanni Quagliati,28-02-92,PG/1992/27628,,94011420273,
750,ASSOCIAZIONE ESERCENTI PUBBLICI ESERCIZI VENEZIA AEPE,06-10-92,168,,VENEZIA MURANO BURANO,Solidarietà / Promozione sociale,Promuove lunione di tutti i dipendenti in congedo della Polizia di Stato per mantenere vivo il giuramento fatto.,Santa Croce 500 30135 - Venezia,venezia@assopolizia.it,,roberto bellio,28-02-92,PG/1992/27621,412715540,94051500273,0
751,ASSOCIAZIONE AMICI DELLA STRADA NOVA,06-10-92,168,,VENEZIA MURANO BURANO,Cultura,Studia coordina e risolve i problemi di carattere generale che interessano il settore degli esercizi pubblici.,San Marco 1812 Palazzo Regina Vittoria 30124 - Venezia,,,Dazzo Elio,28-02-92,PG/1992/27913,415229519,,80012360279
752,ASSOCIAZIONE VENEZIA CLUBS,06-10-92,168,,VENEZIA MURANO BURANO,Sport,"Sviluppa i rapporti di collaborazione ed amicizia tra gli iscritti. Promuove manifestazioni di carattere culturale, sportivo, assistenziale e folkloristico.",Cannaregio 4312 30121 - Venezia,,,Menegazzi Pierluigi,28-02-92,PG/1992/27910,,94009510275,
753,ASSOCIAZIONE JUDO KODOKAN MESTRE,06-10-92,168,,CHIRIGNAGO ZELARINO,Sport,Sollecita linteresse di tutti gli sportivi per partecipare allimpegno ed alla soluzione dei problemi della società calcio Venezia 1907.,Cannaregio 1073 30121 - Venezia,lucianotonei@alice.it,,Carbon Luigi,28-02-92,PG/1992/27896,41971690,0,0
754,CIRCOLO SCACCHISTICO ESTEBAN CANAL A.R.C.I. DAMA SCACCHI,06-10-92,168,,VENEZIA MURANO BURANO,Sport,"Studia, pratica e sviluppa attività mentali e fisiche con denominazione judo.",Via Giustizia 17 30174 - Mestre - Venezia,,,Grandi Alberto,28-02-92,PG/1992/27918,,90026620279,0
755,CLUB SOROPTIMIST INTERNATIONAL DI VENEZIA,06-10-92,168,,VENEZIA MURANO BURANO,Solidarietà / Promozione sociale,Opera nel campo delle attività scacchistiche promuovendo la funzione educativa ed intellettuale degli associati.,Cannaregio 474/I 30121 - Venezia,,,Rosino Antonio,28-02-92,PG/1992/27651,,,94014150273
756,CIF CENTRO ITALIANO FEMMINILE COMUNALE DI VENEZIA,06-10-92,168,,VENEZIA MURANO BURANO,Solidarietà / Promozione sociale,Promuove i diritti delluomo. Diffonde lo spirito di amicizia e solidarietà tra le soroptimiste di tutti i Paesi.,San Marco 2917/A 30122 - Venezia,gaddo.daniela@gmail.com,www.soroptimist.it/club/venezia,Gaddo Daniela,28-02-92,PG/1992/27633,,94023800272,
757,ASILO LATTANTI E SLATTATI G.B. GIUSTINIAN,06-10-92,168,,VENEZIA MURANO BURANO,Solidarietà / Promozione sociale,Promuove la formazione civico-sociale delle aderenti e sostiene le donne nella presa di coscienza dei propri ruoli nella società.,Santa Croce 595/B 30135 - Venezia,comunaleòcifvenezia.it,,Maria Paola Miatello,28-02-92,PG/1992/27656,3391797027,90110640274,0
758,ASSOCIAZIONE GIELLE FEDERAZIONE ITALIANA ASSOCIAZIONI PARTIGIANE F.I.A.P.,06-10-92,168,,VENEZIA MURANO BURANO,Solidarietà / Promozione sociale,Accoglie e custodisce bambini fino a 6 anni di età. Aiuta i giovani in difficoltà.,Santa Croce 326/A 30135 - Venezia,,,Oliva Giuseppe,28-02-92,PG/1992/27582,,80007890272,741800270
759,CIF CENTRO ITALIANO FEMMINILE COMITATO PROVINCIALE DI VENEZIA,06-10-92,168,,VENEZIA MURANO BURANO,Solidarietà / Promozione sociale,"Riunisce partigiani, patrioti e uomini della Resistenza e dellantifascismo.",Castello 6118 30122 - Venezia,,,Ravenna  Guido,28-02-92,PG/1992/27675,415229964,,802410589
760,ASSOCIAZIONE NAZIONALE PER LA NAUTICA DA DIPORTO ASSONAUTICA PROVINCIALE DI VENEZIA,06-10-92,168,,VENEZIA MURANO BURANO,Sport,Promuove la formazione civica e sociale delle donne.,Santa Croce 595/B 30135 - Venezia,cifve.provinciale@akmail.it,,Pizzagalli Alda,28-02-92,PG/1992/27661,0412756235-5244675,94055690278,80009380272
761,FONDAZIONE SCIENTIFICA QUERINI STAMPALIA,06-10-92,168,,VENEZIA MURANO BURANO,Cultura,"Promuove lo sviluppo della nautica, il turismo nautico e le attività economiche, produttive e sociali legate ad essa.",Santa Croce 518/A 30135 - Venezia,,,Pontel Gianfranco,28-02-92,PG/1992/27569,,0,0
762,COOPERATIVA VENETO SOLIDARIETÀ TELEVITA IL SAMARITANO A R.L.,06-10-92,168,,MESTRE CARPENEDO,Solidarietà / Promozione sociale,Promuove gli studi e la diffusione in Venezia della cultura scientifica e letteraria.,Castello 4778 30122 - Venezia,,,Trincanato Egle Renata,28-02-92,PG/1992/27887,0415203433-5225235,,1500190275
763,ASSOCIAZIONE MUSICALE THE MISTER CHARLIE,06-10-92,168,,FAVARO VENETO,Cultura,"Persegue scopi sociali, culturali ed educativi.",Via Paruta 4 30126 - Mestre - Venezia,,,Tommasi Tommaso,28-02-92,PG/1992/27431,,,2537850279
764,ISTITUTO DON ORIONE PER DISABILI CENTRO OCCUPAZIONALE DIURNO C.E.O.D.,06-10-92,168,,CHIRIGNAGO ZELARINO,Solidarietà / Promozione sociale,Promuove ed incrementa la passione per la musica che accomuna i componenti dellassociazione.,c/o Centro Sociale Campalto 30173 - Favaro Veneto - Venezia,,,Chiaranda Adriano,28-02-92,PG/1992/27439,41900138,,0
765,GRUPPO SPORTIVO CICLOAMATORI GAZZERA,06-10-92,168,,CHIRIGNAGO ZELARINO,Sport,Dà assistenza materiale e spirituale ai portatori di handicap psicofisici.,Via Ghetto 1 30174 - Mestre - Venezia,,,Tombacco Nellusco,28-02-92,PG/1992/27504,41913036,2541960155,2541960155
766,ASSOCIAZIONE SPORTIVA MOSCA CLUB MESTRE,06-10-92,168,,MESTRE CARPENEDO,Sport,Pratica  ed incrementa lo sport ciclistico promuovendo ogni forma turistica ed amatoriale.,Via Brendole 93 c/o Trattoria da Mario 30174 - Mestre - Venezia,,,Zavan Giuliano,28-02-92,PG/1992/27499,41913475,,90000780271
767,PATRONATO SAN GIROLAMO EMILIANI ANSPI PADRI SOMASCHI,06-10-92,168,,MESTRE CARPENEDO,Solidarietà / Promozione sociale,Promuove la diffusione della pesca sportiva con mosca artificiale e coda di topo.,Via Terraglio 298/4 c/o Ceolin Alberto 30174 - Mestre - Venezia,,,Borella Stefano,28-02-92,PG/1992/27555,,0,0
768,ASSOCIAZIONE SPORTIVA TRISHA DANCE,06-10-92,168,,MESTRE CARPENEDO,Sport,"Promuove tutte le attività religiose, formative, culturali e sociali per condividere una visione cristiana della vita.",Piazzale Madonna Pellegrina 23 30174 - Mestre - Venezia,,,Anzelin Floriana,28-02-92,PG/1992/27486,,,0
769,GRUPPO CULTURALE TORRE ANTICA DI TESSERA,06-10-92,168,,FAVARO VENETO,Cultura,Promuove e sviluppa la pratica del ballo in tutte le sue categorie.,Via Monte San Michele 11 30171 - Mestre - Venezia,,,Bindi Patrizia,28-02-92,PG/1992/27512,,90033770273,0
770,SOCIETÀ BOCCIOFILA ENICHEM,06-10-92,168,,MARGHERA,Sport,Promuove iniziative culturali e sociali in Tessera e nel quartiere.,Via Vecchio Hangar 6/1 30173 - Favaro Veneto - Venezia,,,Basato Franco,28-02-92,PG/1992/27536,,,0
771,GRUPPO AMATORIALE QUARTIERE SAN PAOLO,06-10-92,168,,MESTRE CARPENEDO,Sport,Promuove il coordinamento e lo sviluppo del gioco delle bocce.,Via Galvani 2 30175 - Marghera - Venezia,,,Zanini Ezio,28-02-92,PG/1992/27550,412913514,80013680279,2264520277
772,ASSOCIAZIONE CULTURALE TOMMASO ALBINONI,06-10-92,168,,MESTRE CARPENEDO,Cultura,Promuove qualsiasi tipo di attività motoria non agonistica.,Via Jacopo Filiasi 55 30174 - Mestre - Venezia,,,Cassin Maurizio,28-02-92,PG/1992/27593,,90042220278,
773,ASSOCIAZIONE CULTURALE IL BONTEMPO,06-10-92,168,,MESTRE CARPENEDO,Cultura,Promuove attività culturali con particolare riguardo alla musica classica.,Via Terraglio 43 30174 - Mestre - Venezia,,,Trevisan Riccardo,28-02-92,PG/1992/27549,41942093,90022840277,
774,ARCINOVA QUARTIERE 16 GAZZERA,06-10-92,168,,CHIRIGNAGO ZELARINO,Cultura,Promozione del teatro veneto in particolare lallestimento di commedie tratte dal genere letterario.,Via Terraglio 43 30174 - Mestre - Venezia,,,Trevisan Riccardo,28-02-92,PG/1992/27547,41942093,90018320276,
775,ASSOCIAZIONE EL FONTEGO,06-10-92,168,25-05-09,MESTRE CARPENEDO,Solidarietà / Promozione sociale,Difesa e valorizzazione del patrimonio storico delle associazioni culturali e ricreative.,Via Gazzera Alta 46 30174 - Mestre - Venezia,,,Marco Serena,28-02-92,PG/1992/27528,41917287,90039680278,
776,ASSOCIAZIONE CULTURALE LA ROTONDA,06-10-92,,,MESTRE CARPENEDO,Cultura,,,,,,,,,,
777,ASSOCIAZIONE CULTURALE LA RUOTA,06-10-92,168,,MESTRE CARPENEDO,Cultura,Promuove e cura iniziative nel campo della musica delle lettere e delle arti.,Via Manzoni 2 30174 - Mestre - Venezia,parrocchia@parrocchiacarpenedo.it,,Giantin Alessandro,28-02-92,PG/1992/27542,415352327,,82008200279
778,CIRCOLO FOTOAMATORI IL FOTOGRAMMA,06-10-92,168,,MESTRE CARPENEDO,Cultura,Favorisce laggregazione fra i giovani e la loro partecipazione come protagonisti alla realtà che li circonda.,Via Terraglio 43 30174 - Mestre - Venezia,,,De Marchi Luca,28-02-92,PG/1992/27577,41943049,,0
779,CINEFORUM DI TRIVIGNANO,06-10-92,168,,CHIRIGNAGO ZELARINO,Cultura,"Svolge attività culturali, in particolare aggregare coloro che credono nella fotografia come forma darte.",Via Terraglio 43 30174 - Mestre - Venezia,,,De Marchi Luca,28-02-92,PG/1992/27574,41943049,,0
780,ASSOCIAZIONE PER LA GESTIONE DELLA SCUOLA MATERNA REGINA DELLA PACE,06-10-92,168,,CHIRIGNAGO ZELARINO,Solidarietà / Promozione sociale,"Svolge attività culturali, cinematografiche e ricreative.",Via Chiesa 18/A 30174 - Mestre - Venezia,,,Battistich Armando,28-02-92,PG/1992/27570,41908508,90020210275,0
781,ASSOCIAZIONE LA RETE DELLA DIFFERENZA,06-10-92,168,,MESTRE CARPENEDO,Solidarietà / Promozione sociale,"Educare tutti i bambini della zona e favorire la crescità fisica, intelletuale, sociale, morale e cristiana.",Via Chiesa 18/C - Trivignano 30174 - Mestre - Venezia,,,Vigani Sandro,28-02-92,PG/1992/27568,41909271,,814020277
782,GRUPPO AGESCI CHIRIGNAGO I,06-10-92,168,,CHIRIGNAGO ZELARINO,Solidarietà / Promozione sociale,Favorisce il costituirsi di forme di società femminili e di relazioni libere e valorizzanti tra donne.,Via Poerio c/o Centro Donna 30171 - Mestre - Venezia,,,Bettella Daniela,28-02-92,PG/1992/27564,,,0
783,ASSOCIAZIONE VOLLEY FAVARO,06-10-92,168,,FAVARO VENETO,Sport,Forma luomo cristiano utilizzando il metodo scout.,Piazza San Giorgio c/o Parrocchia 30174 - Mestre - Venezia,,,Bortolato Francesco,28-02-92,PG/1992/27669,41910398,,0
784,ASSOCIAZIONE SPORTIVA CENTRO PALLAVOLO LIBERTAS MECEPAL A.S.,06-10-92,168,,,Sport,Praticare e propagandare lattività sportiva della pallavolo.,Via Litomarino 41 30173 - Favaro Veneto - Venezia,,,Martin Luigino,28-02-92,PG/1992/27670,415415432,2575620279,2575620279
785,ASSOCIAZIONE SPORTIVA BASKET PROMOTION,06-10-92,168,,MESTRE CARPENEDO,Sport,Promuove e svolge attività agonistica nel settore della pallavolo aderendo alla FIPAV - CONI.,*  -,,,Mazzola Amedeo,28-02-92,PG/1992/27679,,,80010240275
786,ASSOCIAZIONE CINOFILA SERENISSIMA,06-10-92,168,,MESTRE CARPENEDO,Tutela delle specie animali,Propagandare e promuovere consulenze ed iniziative sportive per sviluppare il gioco della pallacanestro.,"Via Padre Massimiliano Kolbe, 11/8 30172 - Mestre - Venezia",,,Cuomo Maurizio,28-02-92,PG/1992/27589,,90036060276,
787,ASSOCIAZIONE CONSORZIO DEL CORSO,06-10-92,168,,MESTRE CARPENEDO,Solidarietà / Promozione sociale,"Svolge azioni per migliorare, incrementare e valorizzare razze canine pure e potenziare lallevamento ai fini zootecnici e sportivi.",Via del Gazzato 4 30174 - Mestre - Venezia,,,Leandri Leandro,28-02-92,PG/1992/27620,415340828,,1471570273
788,GRUPPO SPORTIVO MESTRE PASTICCERIA LOREDANA,06-10-92,168,,MESTRE CARPENEDO,Sport,Promuove lo studio e la realizzazione di iniziative per la valorizzazione del Corso del Popolo e strade adiacenti.,Corso del Popolo 44/B 30172 - Mestre - Venezia,,,Invaso Antonio,28-02-92,PG/1992/27610,,9003800274,
789,CIRCOLO L. LUZZATTI,06-10-92,168,,MESTRE CARPENEDO,Sport,Promuove la sana e proficua utlizzazione del tempo libero a favore dellattività ciclistica e cicloturistica.,Viale San Marco 94/3 c/o Centro Civico 30173 - Mestre - Venezia,,,Cestaro Mario,28-02-92,PG/1992/27403,41983862,,0
790,SCI CLUB ITALOSPORT CENTRO AGONISTICO MESTRE,06-10-92,168,,MESTRE CARPENEDO,Sport,Concepisce lattività sportiva come fattore di emancipazione contribuendo alleducazione sociale e democratica.,Via Col dellOrso 1/B 30171 - Mestre - Venezia,,,Elianto Margherita,28-02-92,PG/1992/27412,,90041800278,0
791,ASSOCIAZIONE TENNIS CLUB LA FAVORITA,06-10-92,168,,MESTRE CARPENEDO,Sport,Sviluppare in tutti i settori gli sport della neve con particolare riguardo allagonismo escludendo il professionismo.,Via Gaspare Gozzi 27 30172 - Mestre - Venezia,,,Brun Antonio,28-02-92,PG/1992/27488,415317771,90025680274,0
792,SOCIETÀ SPORTIVA BUSHI KARATE DO,06-10-92,168,16-03-98,MESTRE CARPENEDO,Sport,Promuove finalità agonistiche e sportive; propaganda la pratica del tennis a carattere dilettantistico.,Via dei Mille 16 30174 - Mestre - Venezia,,,Cecchinel Luciano,28-02-92,PG/1992/27414,41943247,0,461390270
793,ASSOCIAZIONE TECNOPOPE,06-10-92,,,FAVARO VENETO,Cultura,,,,,,,,,,
794,ASSOCIAZIONE HANDICAP RICERCA E SPERIMENTAZIONE,06-10-92,168,15-10-01,,Solidarietà / Promozione sociale,"Promuove la musica come parte integrante della nostra cultura, imparando ad usare nuove tecniche ed esprimerle tra la gente.",Piazzale Bernardino Zendrini c/o Centro Musica 30173 - Favaro Veneto - Venezia,,,Doglioni Fabrizio,28-02-92,PG/1992/27422,,,0
795,ASSOCIAZIONE URBANISTICA DEMOCRATICA,06-10-92,,,MESTRE CARPENEDO,Cultura,,,,,,,,,,
796,ASSOCIAZIONE MUSICALE TIME,06-10-92,168,,FAVARO VENETO,Cultura,"Propone di intraprendere iniziative e svolgere attività di studio, informazione e divulgazione nellambito della gestione del territorio e della città.",Via Dante Alighieri 125 30171 - Mestre - Venezia,,,Sarto Giorgio,28-02-92,PG/1992/27434,,,0
797,GRUPPO FERMODELLISTICO MESTRINO GFM,06-10-92,168,,MESTRE CARPENEDO,Cultura,Promuove ed incrementa la passione per la musica.,Piazzale Bernardino Zendrini c/o Centro Sociale Campalto 30173 - Favaro Veneto - Venezia,,,Bellato Roberto,28-02-92,PG/1992/27442,41900394,,0
798,ASSOCIAZIONE MUSICALE GIOVANI MUSICI,06-10-92,168,20-12-99,CHIRIGNAGO ZELARINO,Cultura,"Propagandare, coordinare, sviluppare e migliorare la passione per il modellismo ferroviario e ferrovie reali.",P.le Olimpia c/o Vettura Storica F.S. - Via Torino 20/5 c/o Baroni 30172 - Mestre - Venezia,,,Borromeo Aldo,28-02-92,PG/1992/27546,415313326,,0
799,AVIS ASSOCIAZIONE VOLONTARI ITALIANI DEL SANGUE COMUNALE DI ZELARINO-CIPRESSINA-TRIVIGNANO,06-10-92,,,CHIRIGNAGO ZELARINO,Solidarietà / Promozione sociale,,,,,,,,,,
800,ASSOCIAZIONE GIOVANE MONTAGNA,06-10-92,168,,CHIRIGNAGO ZELARINO,Cultura,,Via Castellana 154/B 30174 - Mestre - Venezia,aviszelarino@libero.it,,Niero Flavio,28-02-92,PG/1992/27454,41909775,90064900278,
801,ASSOCIAZIONE NAZIONALE GRANATIERI DI SARDEGNA SEZIONE DI MESTRE,06-10-92,168,,CHIRIGNAGO ZELARINO,Solidarietà / Promozione sociale,Promuove e favorisce lo studio e la pratica della montagna con manifestazione sia di carattere alpinistico che naturalistico.,Via Gazzera Bassa 2 30174 - Mestre - Venezia,,,Maso Antonello,28-02-92,PG/1992/27446,,90019030270,
802,ASSOCIAZIONE CSCC CENTRO SPORTIVO CULTURALE MARGHERA CATENE,06-10-92,168,,MARGHERA,Sport,Conservare e rafforzare tra i granatieri in congedo fraternità e solidarietà.,Via Tiepolo 19 30174 - Mestre - Venezia,assogranatieri@libero.it,www.granatierisardegna.it,Sarlo Antonio,28-02-92,PG/1992/27541,,3073220588,0
803,TEATRO IDEA,06-10-92,168,,MESTRE CARPENEDO,Cultura,"Promozione e diffusione delle attività sportive, formative presportive e culturali tra le giovani generazioni.",Via Catene 65 30175 - Marghera - Venezia,,,Sbalchiero Daniele,28-02-92,PG/1992/27806,41936408,90017990277,
804,UNIONE NAZIONALE UFFICIALI IN CONGEDO D'ITALIA - USEZIONE DI MESTRE,06-10-92,168,,MESTRE CARPENEDO,Solidarietà / Promozione sociale,Promuove iniziative culturali nellambito teatrale cinematografico e televisivo.,Via Podgora 92 30171 - Mestre - Venezia,teatroidea@tin.it,,Carbone Michela,28-02-92,PG/1992/27811,41928402,90011670271,
805,GRUPPO I MAGGIO PARROCCHIA GESU' LAVORATORE,06-10-92,168,,MARGHERA,Sport,,Via Mestrina 36/B 30172 - Mestre - Venezia,,,Cassia Francesco,28-02-92,PG/1992/27644,41972316,,0
806,SOCIETÀ SPORTIVA PALLAVOLO PELLESTRINA,06-10-92,168,,LIDO PELLESTRINA,Sport,"Promuove attività educative, sportive, ricreative e culturali che promuovono laggregazione tra la realtà di CaEmiliani e Marghera.",Via Don Orione 3 30175 - Marghera - Venezia,,,Robelli Eulalia,28-02-92,PG/1992/27828,415381600,94011180273,0
807,CENTRO SOCIOLOGICO ITALIANO,06-10-92,168,,VENEZIA MURANO BURANO,Solidarietà / Promozione sociale,Promuove la pratica e la propaganda di varie discipline sportive ed in particolare lo sport della pallavolo.,Via Vianelli 484/B 30126 - Pellestrina - Venezia,,,Vianello Cristiano,18-04-92,PG/1992/53271,,94019890279,3958810271
808,ASSOCIAZIONE DONNE IN NERO,06-10-92,168,,MESTRE CARPENEDO,Cultura,Diffonde i principi delletica tradizionale del culto della famiglia e del progresso sociale.,San Polo 1121 - Palazzo Vendrame 30125 - Venezia,,,Danesin Luigi,21-04-92,PG/1992/53952,415220635,,0
809,DIALOGO ADRIATICO ASSOCIAZIONE CULTURALE,06-10-92,168,,MESTRE CARPENEDO,Cultura,"Valorizzare e diffondere la cultura e la politica delle donne tramite lorganizzazione, promozione ed allestimento di iniziative pubbliche.",Viale Garibaldi 155/A c/o Centro Donna 30172 - Mestre - Venezia,,,Giadresco Cristina,28-02-92,PG/1992/27857,,90087040276,
810,ASSOCIAZIONE FUTURA,06-10-92,168,,MESTRE CARPENEDO,Cultura,Studiare ed interpretare la storia dallepoca della Serenissima ai giorni nostri per capire le radici e le culture dei popoli delle due sponde dellAdriatico.,Via Poerio 1 c/o Centro Civico 30172 - Mestre - Venezia,,,Ferraro Gianumberto,28-02-92,PG/1992/27867,415381228,,0
811,COLLETTIVO COMUNISTA BERTOLD BRECHT,06-10-92,168,,MESTRE CARPENEDO,Cultura,"Valorizzare e diffondere la cultura e la politica delle donne tramite lorganizzazione, promozione ed allestimento di iniziative pubbliche",Via Alessandro Poerio 1 c/o Centro Donna 30171 - Mestre - Venezia,,,Marcomin Franca,28-02-92,PG/1992/27853,,,0
812,GRUPPO ANTS ASSOCIAZIONE DI VOLONTARIATO,06-10-92,168,,FAVARO VENETO,Solidarietà / Promozione sociale,Revisione critica del patrimonio di strumenti interpretativi e di analisi della società in un secolo e mezzo dal movimento operaio.,Via Giuseppe Ligabue 2 30174 - Mestre - Venezia,,,Rizzi Luciano,28-02-92,PG/1992/27777,,90042720277,0
813,COOPERATIVA DIEFFE SRL -COOP. PER ATTIVITÀ DI RICERCA DIDATTICA E FORMAZIONE - SCUOLA P.EGIDIO,06-10-92,168,,MARGHERA,Cultura,Promuove incontri tra donne di diverse età al fine di organizzare attraverso il volontariato attività varie che consentano linserimento nella società.,Piazzale Bernardino Zendrini c/o Centro Sociale 30173 - Favaro Veneto - Venezia,,,Bona Matilde,28-02-92,PG/1992/27785,,90017880270,
814,CIRCOLO CULTURALE SPORTIVO PIER PAOLO PASOLINI,06-10-92,168,,CHIRIGNAGO ZELARINO,Solidarietà / Promozione sociale,"Si propone di contribuire allistruzione, educazione e formazione ad ogni livello; crea organizza e autogestisce nuovi posti di lavoro.",Piazza SantAntonio 8/A 30175 - Marghera - Venezia,,,Sartori Renzo,28-02-92,PG/1992/27752,41936177,,1277330286
815,ASSOCIAZIONE SPORTIVA LA PALESTRA,06-10-92,168,,MESTRE CARPENEDO,Sport,Promuove iniziative atte allo sviluppo globale della persona riscoprendo il rapporto uomo ambiente nella tutela di questultimo.,Via Castellana 171 30174 - Mestre - Venezia,,,Gianolla Stefano,28-02-92,PG/1992/27779,41986688,90026900275,
816,ASSOCIAZIONE CULTURALE IL CENTRO,06-10-92,168,,MESTRE CARPENEDO,Sport,"Promuove lo studio, la pratica, linsegnamento e la diffusione dello yoga, danza e ginnastica in genere.",Via Milano 6/8 30174 - Mestre - Venezia,,,Cecchinato Susanna,28-02-92,PG/1992/27787,041961604-0415313197,90024300270,0
817,ASSOCIAZIONE FILATELICA GAZZERA,06-10-92,168,,CHIRIGNAGO ZELARINO,Cultura,"Promuove lo studio, la pratica, linsegnamento e la diffusione dello yoga, danza e discipline orientali in genere.",Via Aleardo Aleardi 119/121 30174 - Mestre - Venezia,,,Zollia Edoardo,28-02-92,PG/1992/27781,415313197,2405520277,2405520277
818,CENTRO STUDI LUIGI STEFANINI,06-10-92,168,,MESTRE CARPENEDO,Cultura,Si propone di favorire attività culturali inerenti la storia postale e la diffusione del francobollo nel mondo.,Via Gazzera Alta 44 30174 - Mestre - Venezia,,,Fusati Andrea,28-02-92,PG/1992/27754,,,0
819,SOCIETÀ SPORTIVA G.S. CA' EMILIANI,06-10-92,168,,MARGHERA,Sport,Promuove la conoscenza e la diffusione della cultura cattolica nonchè iniziative comprendenti ogni aspetto della società delluomo.,Viale Amerigo Vespucci 1/A 30174 - Mestre - Venezia,,,Campalto Manuela,28-02-92,PG/1992/27731,,,0
